id	url	title	content	date	images
art021	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-a-presidente-da-republica-do-kosovo/	Presidente da República recebeu a Presidente da República do Kosovo	O Presidente Marcelo Rebelo de Sousa recebeu, no Palácio de Belém, a Presidente da República do Kosovo, Vjosa Osmani, que se encontra em Portugal por ocasião da Web Summit.	2023-11-15	img00113,img00114,img00115,img00116,img00117,img00118
art022	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-agraciou-maria-luisa-guerra/	Presidente da República agraciou Maria Luísa Guerra	O Presidente Marcelo Rebelo de Sousa condecorou, em cerimónia no Palácio de Belém, a professora e ensaísta Maria Luísa Guerra, com o grau de Comendador da Ordem da Instrução Pública.	2023-11-14	img00119,img00120,img00121,img00122,img00123,img00124
art023	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-o-grao-duque-herdeiro-do-luxemburgo/	Presidente da República recebeu o Grão-Duque Herdeiro do Luxemburgo	O Presidente Marcelo Rebelo de Sousa recebeu Sua Alteza Real Guilherme, Grão-Duque Herdeiro do Luxemburgo, que se encontra em Portugal por ocasião da Web Summit.	2023-11-14	img00125,img00126,img00127
art024	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/finalistas-do-premio-pme-inovacao-cotec-bpi-2023-recebidos-em-belem/	Finalistas do prémio PME Inovação COTEC-BPI 2023 recebidos em Belém	O Presidente da República recebeu, no Palácio de Belém, os seis finalistas dos prémios PME Inovação COTEC-BPI 2023, para apresentarem os projetos inovadores das suas empresas.	2023-11-14	img00128
art025	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/comunicacao-ao-pais-do-presidente-da-republica/	Comunicação ao País do Presidente da República	O Presidente da República proferiu, no Palácio de Belém, uma comunicação ao País. “Portugueses, Pela primeira vez em Democracia, um Primeiro-Ministro em funções ficou a saber, no âmbito de diligências relativas a investigação em curso, respeitante a terceiros, uns seus colaboradores, outros não, que ia ser objeto de processo autónomo, a correr sob a jurisdição do Supremo Tribunal de Justiça. De imediato, apresentou a sua exoneração, invocando razões de dignidade indispensável à continuidade do mandato em curso. Antes do mais, quero sublinhar a elevação do gesto e da respetiva comunicação aos Portugueses. Quero, também, testemunhar o serviço à causa pública, durante décadas, em particular nos longos e exigentíssimos anos de saída do défice excessivo, saneamento da banca, pandemia e guerras na Ucrânia e no Médio Oriente, na chefia do Governo de Portugal. Agradeço, ainda, a disponibilidade para assegurar as funções, até à substituição, nos termos constitucionais. Espero que o tempo, mais depressa do que devagar, permita esclarecer o sucedido, no respeito da presunção da inocência, da salvaguarda do bom nome, da afirmação da Justiça e do reforço do Estado de Direito Democrático. Portugueses, Chamado a decidir sobre o cenário criado pela demissão do Governo, consequência da exoneração do Primeiro-Ministro, optei pela dissolução da Assembleia da República e a marcação de eleições em 10 de março de 2024. Fi-lo, depois de ouvir os partidos com assento parlamentar, e o Conselho de Estado, como impunha a constituição. Os primeiros, claramente favoráveis, o segundo com empate, e, portanto, não favorável à dissolução. Situação, aliás, que já ocorrera no passado com outros Chefes de Estado. Fi-lo, portanto, por decisão própria no exercício de um poder conferido pela Constituição da República Portuguesa. E fi-lo, por inúmeras razões. A primeira – a natureza do voto nas eleições de 2022, personalizado no Primeiro-Ministro, com base na sua própria liderança, candidatura, campanha eleitoral, e esmagadora vitória. Assim o disse, logo em 30 de março do ano passado, no discurso de posse do Governo, ao falar em eventual substituição a meio do caminho. Sublinhando o preço das grandes vitórias inevitavelmente pessoais e intencionalmente personalizadas. Segunda – a fraqueza da formação de novo Governo com a mesma maioria, mas com qualquer outro Primeiro-Ministro, para tanto não legitimado política e pessoalmente pelo voto popular. Terceira – o risco, já verificado no passado, de essa fraqueza redundar num mero adiamento da dissolução para pior momento, com situação mais crítica e desfecho mais imprevisível. Vivendo o Governo até lá como um Governo presidencial, isto é, suportado pelo Presidente da República e o Presidente da República como um inspirador partidário. Tudo enfraquecendo o papel presidencial, num período sensível em que ele deve ser, sobretudo, uma referência interna e externa. Quarta – a garantia da indispensável estabilidade económica e social que é dada pela prévia votação do Orçamento do Estado para 2024, antes mesmo de ser formalizada a exoneração do atual Primeiro-Ministro, em inícios de dezembro. A aprovação do Orçamento permitirá ir ao encontro das expetativas de muitos Portugueses, e acompanhar a execução do PRR, que não pára, nem pode parar, com a passagem de Governo a Governo de gestão, ou mais tarde com a dissolução da Assembleia da República. Quinta – maior clareza e mais vigoroso rumo para superar um vazio inesperado, que surpreendeu e perturbou tantos Portugueses, afeiçoados, que se encontravam, aos oito anos de liderança governativa ininterrupta. Devolvendo assim a palavra ao Povo. Sem dramatizações nem temores. É essa a força da Democracia. Não ter medo do Povo. Portugueses, Tentei encurtar o mais possível o tempo desta decisão. Tal como o da dissolução e convocação das eleições. E se não foi possível torná-lo mais breve, isso tem a ver com o processo de substituição na liderança no Partido do Governo, como aconteceu no passado. Agora, do que se trata é de olhar em frente, estugar o passo, escolher os representantes do Povo e o Governo que resultará das eleições. Um Governo que procure assegurar a estabilidade e o progresso económico, social e cultural, em liberdade, pluralismo e Democracia. Um Governo com visão de futuro, tomando o já feito, acabando o que importa fazer, inovando no que ficou por alcançar. Como sempre, Portugueses, confio em Vós, no Vosso Patriotismo, no Vosso espírito democrático, na Vossa experiência, no Vosso bom-senso, na Vossa liberdade. Como sempre, sois Vós – e só Vós – a certeza decisiva do futuro do nosso Portugal.”	2023-11-09	img00129,img00130,img00131,img00132,img00133,img00134,img00135,img00136,img00137,img00138,img00139
art026	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/reuniao-do-conselho-de-estado-ao-abrigo-do-artigo-145-o-alinea-a-e-da-alinea-e-segunda-parte-da-constituicao/	Reunião do Conselho de Estado ao abrigo do artigo 145.º, alínea a) e da alínea e), segunda parte, da Constituição	O Presidente da República presidiu, no Palácio de Belém, à reunião do Conselho de Estado ao abrigo do artigo 145.º, alínea a) e da alínea e), segunda parte, da Constituição.	2023-11-09	img00140,img00141,img00142,img00143,img00144,img00145,img00146,img00147,img00148,img00149,img00150,img00151
art027	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/condecoracao-no-palacio-de-belem/	Condecoração no Palácio de Belém	O Presidente da República condecorou, no Palácio de Belém, Nuno Morais Sarmento com o grau de Grande-Oficial da Ordem do Infante D. Henrique.	2023-11-09	img00152,img00153,img00154,img00155,img00156
art028	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-o-partido-socialista/	Presidente da República recebeu o Partido Socialista	Na sequência do pedido de demissão do Primeiro-Ministro e, designadamente, também nos termos do disposto na alínea e) do artigo 133.º da Constituição da República Portuguesa, o Presidente da República recebeu, no Palácio de Belém, uma delegação do Partido Socialista (PS). Estiveram presentes na audiência Carlos César, Presidente do Partido Socialista, João Torres, Secretário-Geral Adjunto do PS, e Eurico Brilhante Dias, Secretário Nacional do Partido.	2023-11-08	img00157,img00158
art029	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-o-partido-social-democrata/	Presidente da República recebeu o Partido Social Democrata	Na sequência do pedido de demissão do Primeiro-Ministro e, designadamente, também nos termos do disposto na alínea e) do artigo 133.º da Constituição da República Portuguesa, o Presidente da República recebeu, no Palácio de Belém, uma delegação do Partido Social Democrata (PPD/PSD). Estiveram presentes na audiência Luís Montenegro, Presidente do Partido Social Democrata, Paulo Rangel e Margarida Balseiro Lopes, Vice-Presidentes do Partido, Hugo Soares, Secretário-Geral do PSD, e Joaquim Miranda Sarmento, Presidente do Grupo Parlamentar.	2023-11-08	img00159,img00160
art030	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-o-chega-194897/	Presidente da República recebeu o Chega	Na sequência do pedido de demissão do Primeiro-Ministro e, designadamente, também nos termos do disposto na alínea e) do artigo 133.º da Constituição da República Portuguesa, o Presidente da República recebeu, no Palácio de Belém, uma delegação do Chega (CH). Estiveram presentes na audiência André Ventura, Presidente do Chega, António Tânger, Vice-Presidente do Partido, e Pedro Pinto e Rui Paulo Sousa, Deputados do Chega.	2023-11-08	img00161,img00162
art031	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-a-iniciativa-liberal-194896/	Presidente da República recebeu a Iniciativa Liberal	Na sequência do pedido de demissão do Primeiro-Ministro e, designadamente, também nos termos do disposto na alínea e) do artigo 133.º da Constituição da República Portuguesa, o Presidente da República recebeu, no Palácio de Belém, uma delegação da Iniciativa Liberal (IL). Estiveram presentes na audiência Rui Rocha, Presidente da Iniciativa Liberal, Ricardo Pais Oliveira e Angélique da Teresa, Vice-Presidentes do Partido, e Miguel Rangel, Secretário-Geral da IL.	2023-11-08	img00163,img00164
art032	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-o-partido-comunista-portugues-194895/	Presidente da República recebeu o Partido Comunista Português	Na sequência do pedido de demissão do Primeiro-Ministro e, designadamente, também nos termos do disposto na alínea e) do artigo 133.º da Constituição da República Portuguesa, o Presidente da República recebeu, no Palácio de Belém, uma delegação do Partido Comunista Português (PCP). Estiveram presentes na audiência Paulo Raimundo, Secretário-Geral do PCP, e Carina castro, João Oliveira e Paula Santos, Membros da Comissão Política do Comité Central do PCP.	2023-11-08	img00165,img00166
art033	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-o-bloco-de-esquerda-194894/	Presidente da República recebeu o Bloco de Esquerda	Na sequência do pedido de demissão do Primeiro-Ministro e, designadamente, também nos termos do disposto na alínea e) do artigo 133.º da Constituição da República Portuguesa, o Presidente da República recebeu, no Palácio de Belém, uma delegação do Bloco de Esquerda (BE). Estiveram presentes na audiência Mariana Mortágua, Coordenadora Nacional do Bloco de Esquerda, Pedro Filipe Soares, Presidente do Grupo Parlamentar, e Jorge Costa, Membro da Comissão Política do Partido.	2023-11-08	img00167,img00168
art034	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-o-pessoas-animais-natureza-194893/	Presidente da República recebeu o Pessoas-Animais-Natureza	Na sequência do pedido de demissão do Primeiro-Ministro e, designadamente, também nos termos do disposto na alínea e) do artigo 133.º da Constituição da República Portuguesa, o Presidente da República recebeu, no Palácio de Belém, uma delegação do Pessoas-Animais-Natureza (PAN). Estiveram presentes na audiência Inês Sousa Real, Porta-voz do PAN, Tânia Mesquita, Membro da Comissão Política Permanente, e António Morgado Valente, Deputado da Assembleia Municipal de Lisboa.	2023-11-08	img00169,img00170
art035	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-o-livre-194888/	Presidente da República recebeu o Livre	Na sequência do pedido de demissão do Primeiro-Ministro e, designadamente, também nos termos do disposto na alínea e) do artigo 133.º da Constituição da República Portuguesa, o Presidente da República recebeu , no Palácio de Belém, uma delegação do Livre (L). Estiveram presentes na audiência, Rui Tavares, Co-porta-voz e Deputado Eleito pelo Livre, Teresa Mota, Co-porta-voz, e Paulo Muacho e Ana Natário, Membros do Grupo de Contacto do Partido.	2023-11-08	img00171,img00172
art036	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-o-chega-194873/	Presidente da República recebeu o Chega	No âmbito dos habituais encontros periódicos e tendo-se iniciado o debate na especialidade da Proposta de Lei do Orçamento do Estado para 2024, o Presidente da República recebeu, no Palácio de Belém, uma delegação do chega (CH). Estiveram presentes na audiência André Ventura, Presidente do Partido, Rui Afonso e Filipe Melo, Deputados do Chega e Patrícia Carvalho, Membro da Direção Nacional do Partido.	2023-11-06	img00173,img00174
art037	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-a-iniciativa-liberal/	Presidente da República recebeu a Iniciativa Liberal	No âmbito dos habituais encontros periódicos e tendo-se iniciado o debate na especialidade da Proposta de Lei do Orçamento do Estado para 2024, o Presidente da República recebeu, no Palácio de Belém, uma delegação da Iniciativa Liberal (IL). Estiveram presentes na audiência Rui Rocha, Presidente do Partido, Ana Vasconcelos Martins, Vice-Presidente do Partido, Rodrigo Saraiva, Presidente do Grupo Parlamentar e João Cotrim Figueiredo, Deputado e Membro da Comissão de Orçamento e Finanças.	2023-11-06	img00175,img00176
art038	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-o-partido-comunista-portugues/	Presidente da República recebeu o Partido Comunista Português	No âmbito dos habituais encontros periódicos e tendo-se iniciado o debate na especialidade da Proposta de Lei do Orçamento do Estado para 2024, o Presidente da República recebeu, no Palácio de Belém, uma delegação do Partido Comunista Português (PCP). Estiveram presentes na audiência Paulo Raimundo, Secretário-Geral do PCP, e os Membros da Comissão Política do Comité Central do PCP, Margarida Botelho, João Oliveira e Paula Santos.	2023-11-06	img00177,img00178
art039	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-o-bloco-de-esquerda/	Presidente da República recebeu o Bloco de Esquerda	No âmbito dos habituais encontros periódicos e tendo-se iniciado o debate na especialidade da Proposta de Lei do Orçamento do Estado para 2024, o Presidente da República recebeu, no Palácio de Belém, uma delegação do Bloco de Esquerda (B.E.). Estiveram presentes na audiência Mariana Mortágua, Coordenadora Nacional do Partido, Pedro Filipe Soares, Presidente do Grupo Parlamentar e Jorge Costa, Membro da Comissão Política do Partido.	2023-11-06	img00179,img00180
art040	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-o-pessoas-animais-natureza/	Presidente da República recebeu o Pessoas-Animais-Natureza	No âmbito dos habituais encontros periódicos e tendo-se iniciado o debate na especialidade da Proposta de Lei do Orçamento do Estado para 2024, o Presidente da República recebeu, no Palácio de Belém, uma delegação do Pessoas-Animais-Natureza (PAN). Estiveram presentes na audiência Inês Sousa Real, porta-voz do PAN, Tânia Mesquita, membro da Comissão Política Permanente e António Morgado Valente, deputado da Assembleia Municipal de Lisboa.	2023-11-06	img00181,img00182
art041	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-recebeu-o-livre/	Presidente da República recebeu o Livre	No âmbito dos habituais encontros periódicos e tendo-se iniciado o debate na especialidade da Proposta de Lei do Orçamento do Estado para 2024, o Presidente da República recebeu, no Palácio de Belém, uma delegação do Livre (L). Estiveram presentes na audiência, Rui Tavares, Porta-Voz e Deputado Eleito pelo Livre, Paulo Muacho e Ana Natário, Membros do Grupo de Contacto do Partido, e os Membros da Assembleia do Partido Tomás Cardoso Pereira e Isabel Mendes Lopes.	2023-11-06	img00183,img00184
art042	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/jantar-com-a-delegacao-portuguesa-presente-no-25-o-jamboree-mundial/	Jantar com a Delegação Portuguesa presente no 25.º Jamboree Mundial	O Presidente da República participou, na Casa Pia de Lisboa, num jantar convívio com os escoteiros e escuteiros da Delegação Portuguesa no 25.º Jamboree Mundial, que decorreu em agosto passado na Coreia do Sul. O jantar foi promovido pela Associação dos Escoteiros de Portugal (AEP) e pelo Corpo Nacional de Escutas (CNE). No encontro, o Presidente da República deixou uma mensagem onde destacou os valores de Baden Powell de construção pacífica do mundo, assente na participação coletiva e no diálogo.	2023-11-04	img00185,img00186,img00187,img00188,img00189,img00190,img00191,img00192,img00193,img00194,img00195,img00196
art043	https://www.presidencia.pt/atualidade/toda-a-atualidade/2023/11/presidente-da-republica-com-cuidadores-informais/	Presidente da República com Cuidadores Informais	Na véspera do Dia do Cuidador Informal, o Presidente Marcelo Rebelo de Sousa esteve em Setúbal, no 5.º Encontro Nacional de Cuidadores Informais, organizado pela Associação Nacional de Cuidadores Informais. Trata-se de uma causa social que o Presidente da República tem acompanhado com grande proximidade, apoiando desde a primeira hora os esforços da Associação para o reconhecimento do Estatuto dos Cuidadores e, depois de publicado, a sua efetiva implementação.	2023-11-04	img00197,img00198,img00199,img00200,img00201,img00202
